Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,23,ATL,NBA,PF,81,1514,,,2%,75%,23%,-8.0,-4.3,16,29,51,116,,24,,94,68,15,23
2007-08,24,TOT,NBA,PF,64,776,,,,66%,34%,-1.6,+0.7,14,5,16,0,,0,,40,0,5,23
2007-08,24,ATL,NBA,PF,36,414,,,,46%,54%,-0.6,+1.6,5,0,9,32,,5,,23,20,1,10
2007-08,24,SAC,NBA,PF,28,362,,,,89%,11%,-2.6,-0.3,9,5,7,26,,4,,17,23,4,13
2008-09,25,TOT,NBA,PF,45,512,,,8%,54%,38%,-3.4,+4.4,10,13,11,0,,0,,25,0,3,22
2008-09,25,SAC,NBA,PF,30,305,,,14%,76%,11%,-8.0,+1.6,8,10,8,15,,5,,17,20,2,7
2008-09,25,MIN,NBA,PF,15,207,,,,21%,79%,+3.4,+9.6,2,3,3,15,,3,,8,9,1,15
2009-10,26,BOS,NBA,PF,54,597,,,,63%,37%,+5.2,+1.4,6,9,15,47,,12,,49,39,2,12
2010-11,27,TOT,NBA,PF,59,911,,,,66%,34%,-2.1,-5.8,12,14,17,0,,0,,77,0,6,25
2010-11,27,DEN,NBA,PF,42,713,,,,69%,31%,-0.9,-7.3,12,11,14,48,,10,,45,22,5,21
2010-11,27,NYK,NBA,PF,17,198,,,,55%,45%,-6.2,-7.7,0,3,3,20,,2,,32,14,1,4
2011-12,28,NJN,NBA,C,58,1276,,,,25%,75%,-8.7,-3.3,18,23,25,81,,9,,85,45,8,24
