Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,22,SEA,NBA,PF,67,1365,,2%,57%,40%,,+0.5,+0.5,7,12,33,57,,18,,80,69,15,30
2003-04,23,SEA,NBA,PF,75,1280,,,32%,67%,,-3.4,-4.0,9,22,34,49,,13,,75,62,9,28
2004-05,24,SEA,NBA,PF,79,1881,,,5%,95%,,+1.3,-2.7,15,29,60,62,,25,,139,87,23,57
2005-06,25,TOT,NBA,PF,67,1393,,,12%,70%,17%,-7.9,-7.7,21,20,44,0,,0,,86,0,13,41
2005-06,25,SEA,NBA,PF,41,788,,,21%,78%,,-9.0,-7.1,10,6,25,28,,7,,53,46,8,28
2005-06,25,DEN,NBA,PF,26,605,,,,60%,40%,-6.5,-7.9,11,14,19,35,,9,,33,38,5,13
2006-07,26,DEN,NBA,PF,66,1127,,,,63%,37%,+4.2,+3.3,23,27,45,64,,13,,105,71,12,34
2007-08,27,PHI,NBA,PF,81,1879,,,,84%,15%,-1.6,-3.2,25,27,56,76,,16,,140,111,14,63
2008-09,28,PHI,NBA,PF,79,1137,,,,81%,19%,-2.5,-3.4,15,15,39,56,,18,,61,73,5,35
2009-10,29,TOR,NBA,PF,28,311,,,11%,70%,18%,-0.3,+1.9,5,8,9,15,,5,,17,28,8,8
2010-11,30,TOR,NBA,PF,30,798,,,3%,90%,7%,-10.4,-4.4,9,11,19,31,,4,,83,31,8,21
2011-12,31,LAC,NBA,PF,56,771,,,4%,91%,5%,-9.7,-16.5,8,11,25,35,,13,,38,27,7,17
2012-13,32,BRK,NBA,PF,80,1967,,,,95%,5%,+4.8,+5.6,20,23,68,70,,24,0,99,74,10,52
2013-14,33,TOT,NBA,PF,54,899,,,,74%,26%,-6.5,-5.1,12,11,35,0,0,0,0,50,0,4,28
2013-14,33,BRK,NBA,PF,30,399,,,,65%,35%,-11.0,-11.4,5,5,18,17,0,9,2,11,28,3,15
2013-14,33,SAC,NBA,PF,24,500,,,,81%,19%,-3.0,+0.1,7,6,17,28,0,8,0,39,18,1,13
2014-15,34,SAC,NBA,PF,47,764,,,,77%,23%,-4.2,-0.6,15,16,14,32,0,12,0,71,28,2,33
