Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,ORL,NBA,SG,77,3087,1%,95%,4%,,,+4.2,+14.0,98,70,30,60,,9,,787,256,68,104
2001-02,22,ORL,NBA,SG,76,2912,2%,79%,18%,1%,,+4.9,+11.7,90,75,24,64,,15,,930,254,63,83
2002-03,23,ORL,NBA,SG,75,2954,7%,74%,18%,1%,,+3.2,+13.0,95,81,19,72,,9,,943,303,72,84
2003-04,24,ORL,NBA,SG,67,2675,,90%,9%,1%,,-6.2,+5.3,94,63,22,68,,17,,802,217,42,55
2004-05,25,HOU,NBA,SF,78,3182,,2%,89%,9%,,+4.4,-1.7,121,59,21,82,,10,,1026,224,53,57
2005-06,26,HOU,NBA,SF,47,1745,,,89%,11%,,+1.9,+6.1,66,34,20,48,,8,,510,147,31,32
2006-07,27,HOU,NBA,SG,71,2539,,63%,29%,8%,1%,+8.3,+7.4,126,47,40,68,,19,,1068,220,53,65
2007-08,28,HOU,NBA,SG,66,2440,,65%,30%,4%,,+6.1,+1.5,85,54,21,36,,12,,892,157,31,59
2008-09,29,HOU,NBA,SG,35,1181,,64%,33%,2%,1%,+2.9,-2.3,44,19,6,21,,2,,397,68,11,20
2009-10,30,TOT,NBA,SG,30,673,4%,63%,30%,4%,,-9.3,-7.8,21,13,10,0,,0,,225,0,10,9
2009-10,30,HOU,NBA,SG,6,46,,66%,27%,6%,,-6.1,-5.7,0,1,0,2,,0,,17,3,0,1
2009-10,30,NYK,NBA,SG,24,627,4%,62%,30%,4%,,-9.5,-6.8,21,12,10,21,,4,,208,30,10,8
2010-11,31,DET,NBA,SG,72,1686,2%,65%,33%,,,-2.7,+2.0,65,21,16,56,,5,,558,63,15,22
2011-12,32,ATL,NBA,SF,52,837,,12%,86%,1%,,+5.7,+2.6,32,11,10,21,,4,,259,39,5,13
