Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,20,TOR,NBA,SF,3,3,111,5.5,14.3,.386,0.6,2.3,.286,4.9,12.0,.405,4.5,5.2,.875,3.2,3.6,6.8,2.9,1.0,1.0,3.2,3.2,16.2
2000-01,21,ORL,NBA,SG,4,4,178,10.3,24.9,.415,0.4,2.0,.200,9.9,22.9,.434,6.3,7.7,.816,1.2,4.0,5.3,6.7,1.4,1.0,1.6,2.2,27.3
2001-02,22,ORL,NBA,SG,4,4,178,8.5,18.4,.462,1.0,3.2,.313,7.5,15.2,.493,6.9,9.3,.739,1.2,3.8,5.1,4.4,0.4,1.4,2.6,2.2,24.9
2002-03,23,ORL,NBA,SG,7,7,308,8.6,19.3,.448,1.9,5.5,.340,6.8,13.8,.492,6.8,8.8,.773,1.2,4.3,5.5,3.9,1.6,0.7,3.0,1.9,25.9
2004-05,25,HOU,NBA,SF,7,7,301,9.3,20.5,.456,2.0,5.5,.370,7.3,15.0,.488,5.0,6.1,.824,1.4,4.8,6.2,5.6,1.3,1.2,3.1,2.4,25.7
2006-07,27,HOU,NBA,SG,7,7,280,8.1,20.6,.394,1.2,4.6,.250,6.9,15.9,.435,5.4,7.3,.737,0.6,4.6,5.3,6.6,0.6,0.8,2.7,1.5,22.8
2007-08,28,HOU,NBA,SG,6,6,247,9.0,21.3,.425,0.7,3.5,.208,8.3,17.8,.467,4.8,7.7,.623,1.0,6.1,7.1,6.0,1.3,0.7,2.6,1.2,23.6
2011-12,32,ATL,NBA,SF,6,0,90,4.0,10.4,.385,0.0,1.6,.000,4.0,8.8,.455,2.0,2.4,.833,2.4,4.4,6.8,2.4,0.0,0.8,4.0,1.6,10.0
2012-13,33,SAS,NBA,SF,6,0,31,0.0,8.1,.000,0.0,3.5,.000,0.0,4.6,.000,0.0,0.0,,1.2,8.1,9.3,8.1,2.3,3.5,2.3,1.2,0.0
