Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,21,ORL,NBA,SG,1,1,21:00,1,4,.250,0,1,.000,0,0,,1,1,0,2,1,4,0,2
2001-02,22,ORL,NBA,SG,1,0,23:00,9,15,.600,2,4,.500,4,4,1.000,2,3,4,3,0,1,1,24
2002-03,23,ORL,NBA,SG,1,1,36:00,10,17,.588,4,7,.571,5,6,.833,1,5,2,0,0,1,3,29
2003-04,24,ORL,NBA,SG,1,1,22:00,5,11,.455,1,6,.167,2,4,.500,1,4,3,0,0,1,0,13
2004-05,25,HOU,NBA,SF,1,1,24:00,4,13,.308,0,4,.000,0,0,,1,5,5,3,2,3,1,8
2005-06,26,HOU,NBA,SF,1,1,26:40,15,26,.577,4,10,.400,2,7,.286,0,0,2,1,0,1,1,36
2006-07,27,HOU,NBA,SG,1,1,18:26,3,8,.375,2,5,.400,0,0,,1,3,11,2,0,3,0,8
