Player,Sim,1,2,3,4,5
Kenneth Faried,,7.8,6.5,5.6,5.5,4.6
Maurice Lucas,94.8,8.7,6.2,5.8,5.5,4.7
Xavier McDaniel,94.0,7.4,6.2,5.4,5.3,5.1
Jack Coleman,92.8,6.7,6.5,5.8,5.0,4.3
Rudy LaRusso,92.8,8.8,6.9,5.5,5.4,3.9
M.L. Carr,92.6,7.9,5.9,5.2,4.5,4.5
Luis Scola,91.6,8.6,6.5,6.3,5.5,3.4
Gene Banks,91.5,7.9,6.2,5.6,4.3,3.5
Dave Greenwood,91.1,7.1,6.5,6.5,5.7,3.6
Danny Granger,90.7,8.0,7.3,6.5,6.2,5.1
P.J. Brown,90.7,7.5,7.5,5.3,4.6,4.2
