Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,TOT,,1,0,19,4,11,.364,1,5,.200,0,0,,3,3,1,1,0,1,1,9
,,,NBA,,1,0,19,4,11,.364,1,5,.200,0,0,,3,3,1,1,0,1,1,9
,,,,,0,0,,,,,,,,,,,,,,,,,,
