Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,26,BOS,NBA,PG,1,0,18:59,4,11,.364,1,5,.200,0,0,,3,3,1,1,0,1,1,9
2016-17,27,BOS,,PG,,0,,,,,,,,,,,,,,,,,,
