Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,23,POR,NBA,SG,6,162,16%,84%,,,,-6.0,0.4,6,1,2,2,,1,0,15,2,1,2
2009-10,24,POR,NBA,SG,6,119,2%,98%,,,,-16.0,-6.6,3,1,1,4,,1,0,18,3,0,0
2010-11,25,POR,NBA,SG,6,81,84%,16%,,,,-1.6,7.0,1,0,1,5,1,1,0,12,2,1,0
