Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2010-11,21,LAL,NBA,SG,20,118,,2%,18%,80%,1%,-15.9,-23.5,2,3,1,5,,1,,4,12,3,5
2011-12,22,LAL,NBA,SG,24,396,,47%,48%,4%,1%,-0.2,-1.9,6,3,9,12,,3,,26,17,1,12
2012-13,23,LAL,NBA,SF,19,197,,1%,47%,52%,,-5.7,-7.7,7,2,2,16,,1,0,25,4,0,7
