Player,Sim,1,2,3
Daniel Orton,,0.5,0.3,0.3
Mark Randall,91.9,0.5,0.3,0.2
Henry James,83.0,0.6,0.3,0.2
Gene James,77.0,0.5,0.3,0.1
Roderick McDonald,76.6,0.5,0.5,0.2
Anthony Cook,75.3,0.5,0.4,0.1
Obinna Ekezie,74.4,0.5,0.4,0.2
Michael Smith,73.2,0.7,0.3,0.3
Greg Foster,67.3,0.6,0.5,0.2
Gene Guarilia,67.0,0.7,0.5,0.3
Quincy Lewis,63.9,0.3,0.3,0.1
