Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,20,MEM,NBA,PG,10,0,175,4.1,11.1,.368,0.9,2.3,.375,3.2,8.8,.367,7.3,8.2,.893,3.5,5.6,9.1,9.4,4.1,0.3,3.5,5.9,16.4,,118,108
2007-08,21,MEM,NBA,PG,82,9,2089,6.2,14.3,.432,0.9,3.4,.257,5.3,10.9,.487,5.9,8.4,.698,1.0,5.0,6.0,7.1,2.2,0.5,3.1,4.5,19.1,,108,111
2008-09,22,TOT,NBA,PG,77,21,1679,6.0,13.8,.435,0.8,3.1,.255,5.2,10.7,.488,5.7,7.2,.801,0.8,5.2,6.0,8.7,2.2,0.5,3.7,4.6,18.5,,109,108
2008-09,22,MEM,NBA,PG,49,21,1071,5.6,13.5,.412,0.8,3.4,.246,4.7,10.1,.468,6.4,8.0,.801,0.6,4.9,5.5,8.8,2.4,0.4,3.9,4.4,18.4,,107,110
2008-09,22,HOU,NBA,PG,28,0,608,6.7,14.2,.475,0.7,2.5,.276,6.0,11.6,.519,4.6,5.7,.800,1.1,5.7,6.8,8.5,1.8,0.8,3.3,5.0,18.7,,113,104
2009-10,23,HOU,NBA,PG,68,0,1651,5.7,14.3,.397,1.1,4.2,.272,4.5,10.1,.448,6.6,8.0,.827,2.8,4.8,7.6,9.4,1.9,0.3,3.6,5.3,19.2,,113,109
2010-11,24,HOU,NBA,PG,75,71,2563,6.9,16.1,.426,2.6,6.8,.376,4.3,9.3,.464,3.8,5.0,.765,1.8,4.4,6.1,9.9,2.0,0.5,3.1,4.1,20.1,,115,110
2011-12,25,HOU,NBA,PG,47,38,1510,7.3,17.8,.409,2.7,7.3,.374,4.5,10.5,.434,5.9,6.9,.864,1.3,6.1,7.4,10.7,2.5,0.5,4.5,4.6,23.2,,111,104
2012-13,26,TOR,NBA,PG,68,52,2020,6.6,16.4,.401,2.7,7.3,.362,3.9,9.0,.433,5.0,6.3,.795,1.5,7.0,8.4,11.4,2.5,0.6,4.1,5.7,20.8,,110,106
2013-14,27,TOR,NBA,PG,79,79,2862,8.3,19.7,.423,3.5,9.1,.380,4.9,10.6,.460,5.7,7.0,.813,1.6,5.1,6.7,10.7,2.2,0.3,3.5,4.9,25.9,,118,106
2014-15,28,TOR,NBA,PG,70,70,2414,9.2,22.3,.412,2.8,8.4,.338,6.4,14.0,.457,5.4,6.7,.808,1.2,5.9,7.0,10.1,2.3,0.3,3.7,4.5,26.6,,110,107
2015-16,29,TOR,NBA,PG,77,77,2851,9.3,21.7,.427,3.8,9.9,.388,5.4,11.8,.461,7.2,8.9,.811,1.0,5.6,6.6,9.0,2.9,0.6,4.1,3.8,29.6,,115,104
2016-17,30,TOR,NBA,PG,50,50,1882,9.8,20.8,.470,4.4,10.4,.421,5.4,10.3,.519,7.1,8.6,.822,1.2,5.1,6.3,9.3,2.0,0.5,3.8,3.8,31.0,,125,110
