Player,Sim,1,2,3,4,5
Lonny Baxter,,1.5,0.9,0.7,-0.2,
Art Spector,92.1,1.4,1.0,0.6,-0.2,
Joe Kopicki,80.1,1.9,0.9,0.7,,
Chris Johnson,77.5,1.4,1.1,0.8,0.2,
Calvin Garrett,77.4,1.4,0.6,0.6,0.0,
Keith Lee,76.8,1.9,1.1,0.8,,
Thomas Robinson,72.1,1.6,1.5,0.6,-0.1,
Byron Houston,71.2,1.8,0.9,0.7,0.5,
Hank Whitney,70.2,1.8,1.1,0.5,,
Yi Jianlian,70.1,1.3,0.7,0.7,0.4,0.0
Bo Ellis,70.1,1.1,0.9,0.5,,
