Season,Team,Lg,Salary
2012-13,Dallas Mavericks,NBA,"$600,491"
2013-14,Dallas Mavericks,NBA,"$788,872"
2014-15,Boston Celtics,NBA,"$915,243"
2015-16,Boston Celtics,NBA,"$6,000,000"
