Player,Sim,1,2,3,4,5,6
Jae Crowder,,7.3,3.9,2.3,1.5,,
Walt Budko,84.5,5.6,4.0,2.7,1.5,,
Vince Boryla,83.6,7.4,3.9,3.6,2.1,-1.0,
Monk Meineke,82.5,6.1,3.7,2.6,1.8,0.7,
Terrence Jones,82.4,7.3,3.0,1.5,0.7,,
Markieff Morris,81.9,6.4,4.6,1.7,1.5,0.5,
Tyler Zeller,81.8,6.5,2.6,2.0,1.7,,
Toby Knight,81.7,7.3,5.7,1.6,1.1,,
Cody Zeller,79.6,6.3,3.8,2.6,,,
Willie Murrell,79.1,7.0,4.6,3.1,,,
Gary Bradds,78.7,8.0,3.6,3.4,0.5,0.3,0.0
