Player,Sim,1,2,3,4
Jae Crowder,,7.3,3.9,2.3,1.5
Harvey Grant,89.8,6.7,4.3,2.6,1.7
Nick Anderson,89.7,7.7,3.6,3.1,1.8
Metta World Peace,89.1,7.2,2.7,2.3,1.9
Vince Boryla,89.1,7.4,3.9,3.6,2.1
Chuck Hayes,88.9,6.4,4.4,2.4,1.6
Monk Meineke,86.0,6.1,3.7,2.6,1.8
Bill Robinzine,84.8,6.9,3.4,3.0,2.4
Markieff Morris,84.6,6.4,4.6,1.7,1.5
Walt Budko,84.5,5.6,4.0,2.7,1.5
Andres Nocioni,84.0,6.7,4.1,3.3,2.5
