Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,17,7,378,43,119,.361,16,58,.276,27,61,.443,.429,17,24,.708,17,54,71,23,15,7,15,44,119
2 seasons,,BOS,NBA,,10,7,297,35,101,.347,13,51,.255,22,50,.440,.411,17,24,.708,13,46,59,21,13,6,12,31,100
1 season,,DAL,NBA,,7,0,81,8,18,.444,3,7,.429,5,11,.455,.528,0,0,,4,8,12,2,2,1,3,13,19
