Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,586,431,18487,3332,7672,.434,1006,2644,.380,2326,5028,.463,.500,2185,2577,.848,674,2214,2888,1097,561,481,1098,1628,9855
9 seasons,,IND,NBA,,544,425,17680,3231,7426,.435,964,2526,.382,2267,4900,.463,.500,2145,2526,.849,647,2133,2780,1072,545,471,1064,1540,9571
1 season,,MIA,NBA,,30,6,613,65,162,.401,30,84,.357,35,78,.449,.494,28,37,.757,20,60,80,17,13,6,24,67,188
1 season,,LAC,NBA,,12,0,194,36,84,.429,12,34,.353,24,50,.480,.500,12,14,.857,7,21,28,8,3,4,10,21,96
