Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,35,899,,,83%,17%,,+0.2,+5.6,22,11,13,32,1,6,0,128,18,5,20
3 seasons,,IND,NBA,,22,765,,,89%,11%,,-1.8,+4.5,21,10,12,23,0,5,0,120,15,5,14
1 season,,LAC,NBA,,13,134,,,50%,49%,,+11.0,+12.0,1,1,1,9,1,1,0,8,3,0,6
