Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,22,IND,NBA,SF,78,1765,,1%,56%,42%,1%,-1.6,-6.1,29,22,29,101,,12,,217,68,15,36
2006-07,23,IND,NBA,SF,82,2785,,2%,90%,8%,,-3.0,-0.1,39,40,56,112,,28,,262,108,35,40
2007-08,24,IND,NBA,SF,80,2876,,6%,90%,4%,,-2.9,-5.0,60,47,64,115,,35,,395,163,38,60
2008-09,25,IND,NBA,SF,67,2424,,4%,72%,24%,,+1.4,+6.7,69,44,52,101,,25,,412,203,41,77
2009-10,26,IND,NBA,SF,62,2278,,5%,68%,27%,,-1.0,+5.0,56,58,43,80,,20,,407,181,39,65
2010-11,27,IND,NBA,SF,79,2763,,,87%,13%,,-0.9,+1.7,68,65,73,84,,39,,458,179,30,105
2011-12,28,IND,NBA,SF,62,2062,,,96%,3%,,+7.2,+11.2,34,30,46,47,,28,,251,100,22,78
2012-13,29,IND,NBA,SF,5,74,,,100%,,,-11.0,-16.2,2,2,0,1,,0,0,7,2,0,2
2013-14,30,TOT,NBA,SF,41,847,,,95%,5%,,+4.7,-1.4,22,13,11,0,0,0,0,97,0,7,23
2013-14,30,IND,NBA,SF,29,653,,,96%,4%,,+8.2,+4.2,16,10,10,23,0,3,0,77,20,6,15
2013-14,30,LAC,NBA,SF,12,194,,,90%,10%,,-7.2,-15.0,6,3,1,10,0,1,0,20,5,1,8
2014-15,31,MIA,NBA,SF,30,613,,,68%,32%,,-9.6,-8.2,5,13,0,28,1,0,1,42,14,4,9
