Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,22,SAS,NBA,PG,80,1149,85%,15%,,,,+7.6,-1.9,46,23,8,50,,2,,339,35,4,26
2005-06,23,SAS,NBA,PG,54,586,75%,24%,,,,+5.7,-2.9,29,17,7,26,,2,,208,17,5,19
2006-07,24,SAS,NBA,PG,73,948,76%,24%,,,,+2.1,-9.4,24,21,11,37,,5,,286,18,3,21
2007-08,25,SAC,NBA,PG,65,2080,88%,12%,,,,-0.9,+2.9,82,44,22,66,,6,,645,57,13,50
2008-09,26,SAC,NBA,PG,73,2270,80%,20%,,,,-7.8,+3.8,89,52,17,112,,6,,778,54,11,29
2009-10,27,SAC,NBA,PG,79,2477,92%,8%,,,,-4.9,-0.7,88,36,12,88,,4,,824,44,15,25
2010-11,28,SAC,NBA,PG,79,2734,84%,16%,,,,-6.0,-0.7,70,55,16,109,,8,,858,83,25,36
2011-12,29,MIL,NBA,SG,59,1080,56%,44%,,,,+10.8,+16.0,44,25,8,34,,3,,516,19,5,12
2012-13,30,TOT,NBA,SG-PG,66,1457,54%,44%,2%,,,-6.5,-2.2,69,26,13,0,,0,0,675,0,6,23
2012-13,30,MIL,NBA,SG,39,719,24%,72%,4%,,,-2.1,-0.3,37,10,6,20,,2,3,315,12,3,10
2012-13,30,ORL,NBA,PG,27,738,83%,17%,,,,-10.8,-3.8,32,16,7,22,,2,7,360,26,3,13
2013-14,31,TOT,NBA,SG,41,643,92%,8%,,,,-9.2,-10.6,29,16,2,0,0,0,0,263,0,0,7
2013-14,31,NYK,NBA,SG,31,588,91%,9%,,,,-10.2,-10.7,25,15,2,26,4,0,1,248,7,0,7
2013-14,31,MEM,NBA,SG,10,55,96%,4%,,,,+0.8,-1.2,4,1,0,1,0,0,2,15,1,0,0
2014-15,32,MEM,NBA,PG,79,1494,93%,7%,,,,-0.1,-5.7,56,26,0,50,5,0,7,497,48,11,20
2015-16,33,TOT,NBA,PG,44,707,98%,2%,,,,-8.2,-6.1,31,16,6,0,0,0,0,261,0,2,7
2015-16,33,MEM,NBA,PG,8,120,90%,10%,,,,-8.2,-6.1,6,3,2,6,1,1,0,59,2,1,6
2015-16,33,MIA,NBA,PG,36,587,100%,,,,,-0.0,-2.4,25,13,0,16,3,0,2,202,8,1,1
2016-17,34,DET,NBA,PG,28,416,99%,1%,,,,+3.3,+5.0,0,21,0,13,0,0,0,201,10,4,11
