Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,LAC,NBA,PF,39,584,,,,81%,19%,-7.8,-5.3,5,11,16,26,,4,,40,25,7,29
2001-02,25,CLE,NBA,PF,65,1107,,,,65%,35%,-1.5,+3.1,13,13,16,55,,10,,41,37,10,27
2002-03,26,PHI,NBA,PF,77,1381,,,,22%,78%,-0.2,-4.0,12,19,31,70,,14,,39,68,16,39
2003-04,27,MIL,NBA,C,56,1577,,,,2%,98%,-1.6,-4.8,22,26,30,82,,14,,107,64,10,47
2004-05,28,TOT,NBA,C-PF,49,941,,,,6%,94%,-4.6,-6.1,15,14,11,0,,0,,97,0,4,31
2004-05,28,PHI,NBA,PF,24,246,,,,19%,81%,-7.9,-7.5,4,6,3,11,,2,,12,6,2,4
2004-05,28,SAC,NBA,C,25,695,,,,1%,99%,-3.4,-7.1,11,8,8,44,,3,,85,24,2,27
2005-06,29,TOT,NBA,PF-C,65,944,,,,10%,90%,-11.6,-8.1,10,11,24,0,,0,,70,0,4,11
2005-06,29,SAC,NBA,PF,38,429,,,,18%,82%,-4.0,-6.5,3,5,10,29,,7,,40,10,3,7
2005-06,29,POR,NBA,C,27,515,,,,3%,97%,-18.1,-8.2,7,6,14,35,,9,,30,14,1,4
2006-07,30,MIL,NBA,PF,67,1523,,,,74%,26%,-3.8,+1.5,35,14,26,110,,16,,125,42,11,25
2007-08,31,PHO,NBA,C,66,844,,,,35%,65%,-3.0,-11.1,15,9,15,53,,10,,39,29,9,11
2008-09,32,LAC,NBA,PF,51,843,,,,61%,39%,-17.3,-9.2,17,8,18,63,,9,,59,21,3,18
2009-10,33,LAC,NBA,PF,16,123,,,,52%,48%,-15.2,-8.5,1,1,5,11,,4,,0,4,0,1
2010-11,34,MIL,NBA,C,2,6,,,,,100%,-101.2,-100.5,0,0,0,0,,0,,0,0,0,0
2011-12,35,MEM,NBA,C,1,4,,,,,100%,-77.8,-80.2,0,0,0,0,,0,,0,0,0,0
