Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,22,LAC,NBA,PF,21,0,12.3,1.6,3.4,.465,0.0,0.0,,1.6,3.4,.465,.465,1.0,1.6,.606,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
1999-00,23,LAC,NBA,PF,33,9,23.5,2.1,4.1,.507,0.0,0.0,,2.1,4.1,.507,.507,1.3,2.0,.662,1.9,4.2,6.1,0.3,0.5,1.3,1.1,2.3,5.4
2000-01,24,LAC,NBA,PF,39,23,15.0,1.6,4.1,.398,0.0,0.0,,1.6,4.1,.398,.398,0.8,1.5,.542,1.4,2.9,4.3,0.5,0.4,0.3,0.8,1.6,4.1
2001-02,25,CLE,NBA,PF,65,8,17.0,1.4,2.5,.543,0.0,0.0,,1.4,2.5,.543,.543,0.7,1.2,.608,1.4,2.9,4.3,0.3,0.4,0.9,0.6,2.0,3.4
2002-03,26,PHI,NBA,PF,77,9,17.9,2.4,4.3,.550,0.0,0.0,,2.4,4.3,.550,.550,1.3,2.1,.602,1.8,3.0,4.8,0.2,0.6,0.7,0.8,2.3,6.0
2003-04,27,MIL,NBA,C,56,54,28.2,4.6,9.2,.497,0.0,0.0,,4.6,9.2,.497,.497,1.4,2.5,.572,2.1,5.2,7.3,0.9,0.5,1.1,1.4,2.9,10.5
2004-05,28,TOT,NBA,C-PF,49,23,19.2,2.1,4.2,.507,0.0,0.0,.000,2.1,4.2,.510,.507,0.5,1.4,.357,2.2,3.5,5.7,0.9,0.6,1.0,0.8,2.1,4.8
2004-05,28,PHI,NBA,PF,24,0,10.3,0.9,2.4,.386,0.0,0.0,.000,0.9,2.3,.393,.386,0.2,0.7,.294,1.0,1.6,2.6,0.2,0.2,0.3,0.5,1.2,2.0
2004-05,28,SAC,NBA,C,25,23,27.8,3.3,5.9,.554,0.0,0.0,,3.3,5.9,.554,.554,0.8,2.1,.377,3.4,5.4,8.7,1.5,1.0,1.7,1.1,2.9,7.4
2005-06,29,TOT,NBA,PF-C,65,5,14.5,1.3,2.5,.513,0.0,0.0,,1.3,2.5,.513,.513,0.4,0.9,.482,1.2,2.3,3.5,0.5,0.4,0.7,0.7,1.8,2.9
2005-06,29,SAC,NBA,PF,38,0,11.3,1.0,1.8,.551,0.0,0.0,,1.0,1.8,.551,.551,0.3,0.7,.444,0.8,1.9,2.7,0.4,0.3,0.5,0.5,1.4,2.3
2005-06,29,POR,NBA,C,27,5,19.1,1.6,3.4,.484,0.0,0.0,,1.6,3.4,.484,.484,0.6,1.1,.517,1.7,3.0,4.7,0.5,0.5,0.9,1.0,2.4,3.8
2006-07,30,MIL,NBA,PF,67,44,22.7,1.9,3.8,.490,0.0,0.0,,1.9,3.8,.490,.490,0.7,1.2,.582,1.6,4.2,5.7,0.9,0.3,1.0,1.1,2.9,4.4
2007-08,31,PHO,NBA,C,66,0,12.8,1.4,3.0,.465,0.0,0.0,.667,1.4,3.0,.462,.470,0.5,1.0,.524,1.0,2.7,3.6,0.2,0.3,1.2,0.6,1.7,3.3
2008-09,32,LAC,NBA,PF,51,21,16.5,1.8,4.0,.449,0.0,0.0,.000,1.8,4.0,.453,.449,0.6,0.9,.638,1.4,2.6,4.0,0.5,0.3,1.0,0.8,1.8,4.2
2009-10,33,LAC,NBA,PF,16,1,7.7,0.6,1.6,.400,0.0,0.0,,0.6,1.6,.400,.400,0.4,0.5,.750,0.6,1.1,1.7,0.0,0.2,0.3,0.4,1.3,1.6
2010-11,34,MIL,NBA,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12,35,MEM,NBA,C,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
