Player,Sim,1,2,3,4,5,6,7
Ime Udoka,,3.9,2.8,1.3,0.8,0.0,0.0,0.0
Greg Kelser,92.8,3.9,2.5,1.4,0.8,0.1,0.0,
Mirza Teletovic,90.2,3.8,2.7,0.9,0.5,,,
Bob Doll,85.4,4.0,2.8,1.8,1.6,,,
Bostjan Nachbar,84.3,4.1,2.2,1.7,0.8,0.1,-0.1,
Michael Kidd-Gilchrist,84.3,3.8,3.1,2.1,0.6,,,
Darren Daye,83.9,3.8,2.4,1.3,1.2,0.6,,
Tony Jaros,83.9,4.4,2.2,1.3,0.6,,,
Mike Sweetney,83.8,3.8,2.1,1.4,0.4,,,
Zeke Zawoluk,83.0,3.9,2.5,1.7,,,,
Billy Thompson,82.8,3.6,2.8,1.7,1.6,0.0,-0.1,
