Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,BOS,NBA,PF,81,3396,,,3%,96%,1%,-2.4,+0.7,129,82,90,90,,42,,960,149,38,116
2001-02,25,BOS,NBA,PF,81,3406,,,7%,86%,7%,+2.9,+4.7,114,74,63,79,,42,,902,140,34,147
2002-03,26,BOS,NBA,PF,78,3235,,,7%,91%,2%,+0.9,+6.6,128,68,64,91,,38,,860,123,35,101
2003-04,27,DAL,NBA,PF,82,2840,,,26%,66%,8%,+2.1,-9.7,132,37,33,100,,20,,810,94,28,94
2004-05,28,TOT,NBA,PF,77,2955,,15%,17%,66%,1%,-9.4,-7.3,104,71,78,0,,0,,574,0,44,112
2004-05,28,ATL,NBA,PF,53,2128,,21%,23%,55%,1%,-13.3,-5.8,82,46,55,69,,30,,419,133,32,76
2004-05,28,BOS,NBA,PF,24,827,,,2%,95%,3%,+0.4,-0.7,22,25,23,44,,10,,155,39,12,36
2005-06,29,MIA,NBA,PF,82,2199,,,33%,66%,,+2.9,-3.2,59,47,44,83,,20,,361,58,23,57
2006-07,30,MIA,NBA,PF,78,1818,,,19%,79%,2%,-0.5,+0.3,45,34,62,80,,23,,285,42,10,48
2007-08,31,MIN,NBA,PF,46,892,,,41%,59%,,-5.0,+3.3,19,11,16,38,,8,,98,27,4,21
