Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,21,BOS,NBA,PF,1,0,15:00,2,8,.250,0,3,.000,0,0,,1,3,3,1,0,1,0,4
2001-02,25,BOS,NBA,PF,1,1,16:00,3,8,.375,2,4,.500,0,0,,0,2,1,1,0,2,1,8
2002-03,26,BOS,NBA,PF,1,0,9:00,2,4,.500,1,3,.333,1,2,.500,0,1,0,0,0,1,0,6
