Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,64,2461,,,20%,72%,9%,+2.0,+1.1,60,47,63,72,0,35,0,399,73,13,68
3 seasons,,BOS,NBA,,32,1367,,,6%,80%,14%,+0.9,+1.8,37,34,39,36,0,22,0,240,39,7,43
2 seasons,,MIA,NBA,,27,954,,,41%,57%,2%,+4.0,+1.2,18,11,22,33,0,13,0,131,30,5,20
1 season,,DAL,NBA,,5,140,,,2%,88%,10%,-1.4,-5.4,5,2,2,3,0,0,0,28,4,1,5
