2-Pt Field Goal Attempts
2007-08 NBA 1175 (9th)
2010-11 NBA 1232 (9th)
2012-13 NBA 1108 (8th)
2013-14 NBA 1069 (9th)
2014-15 NBA 1070 (7th)
