Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,20,GSW,NBA,SG,49,886,20%,80%,,,,-0.2,+2.1,16,20,22,26,,11,,174,29,6,31
2006-07,21,GSW,NBA,SG,77,2638,41%,59%,,,,+0.2,+2.3,67,73,81,83,,43,,769,155,38,69
2007-08,22,GSW,NBA,SG,81,3071,15%,85%,,,,+2.8,+3.8,58,68,47,86,,25,,769,195,40,65
2008-09,23,GSW,NBA,SG,25,892,36%,63%,1%,,,-5.2,-1.7,25,19,23,31,,14,,211,46,14,22
2009-10,24,GSW,NBA,SG,64,2647,11%,89%,,,,-7.5,-11.4,88,98,58,82,,30,,777,174,35,86
2010-11,25,GSW,NBA,SG,80,3227,22%,78%,,,,-4.0,-7.2,104,90,58,77,,33,,1057,177,38,59
2011-12,26,TOT,NBA,SG,58,2120,19%,81%,,,,-1.1,+0.9,78,67,32,0,,0,,791,0,21,36
2011-12,26,GSW,NBA,SG,37,1365,18%,82%,,,,-2.4,+2.2,60,37,26,35,,16,,512,57,13,27
2011-12,26,MIL,NBA,SG,21,755,20%,80%,,,,+1.1,+1.2,18,30,6,31,,3,,279,36,8,9
2012-13,27,MIL,NBA,SG,82,3076,24%,76%,,,,-1.1,+3.7,168,62,24,81,,12,4,1127,146,31,49
2013-14,28,DAL,NBA,SG,82,3023,95%,5%,,,,+0.5,-8.4,130,82,52,94,6,21,5,1105,171,36,49
2014-15,29,DAL,NBA,SG,80,2699,,95%,5%,,,+3.5,+1.3,101,60,37,81,16,18,7,790,87,20,36
2015-16,30,IND,NBA,SG,81,2734,14%,85%,1%,,,+2.4,+1.7,103,63,37,75,12,12,6,891,76,24,32
2016-17,31,IND,NBA,SG,40,1084,2%,95%,3%,,,-2.5,-3.6,15,53,9,34,5,2,0,299,27,10,17
