Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,22,POR,NBA,PF,63,707,,,1%,97%,1%,+4.7,+0.9,0,7,8,49,,5,,33,23,6,9
2010-11,23,TOT,NBA,PF,78,1637,,1%,31%,68%,1%,-3.2,-2.1,21,12,18,0,,0,,97,0,4,22
2010-11,23,POR,NBA,PF,56,1108,,,,99%,1%,-2.3,-5.3,11,8,14,84,,8,,71,15,2,14
2010-11,23,CHA,NBA,PF,22,529,,1%,96%,2%,1%,-5.3,-0.8,10,4,4,20,,1,,26,7,2,8
2011-12,24,MEM,NBA,PF,64,1124,,,13%,85%,2%,-1.5,-5.9,13,5,11,48,,7,,85,32,8,14
2012-13,25,MIN,NBA,PF,80,2010,,1%,50%,48%,,-1.9,+0.7,23,19,14,73,,9,6,158,43,3,33
2013-14,26,MIN,NBA,PF,81,1635,,,20%,73%,7%,-0.5,-5.1,16,14,13,87,6,9,3,201,31,9,15
2014-15,27,NOP,NBA,PF,66,1652,,,69%,30%,,+1.0,-0.6,12,9,14,54,6,8,3,113,21,2,24
2015-16,28,NOP,NBA,SF,80,1971,,2%,73%,24%,1%,-6.2,-4.7,11,15,15,95,7,5,6,175,39,6,24
2016-17,29,NOP,NBA,SF,37,917,,,27%,72%,1%,0.0,+4.5,1,11,5,29,2,4,0,60,5,1,13
