Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2009-10,22,POR,NBA,PF,63,2,707,8.2,16.6,.495,0.0,0.2,.000,8.2,16.4,.500,2.4,3.7,.646,4.2,8.2,12.4,1.1,1.9,1.7,1.2,7.5,18.8,,112,104
2010-11,23,TOT,NBA,PF,78,18,1637,7.2,15.6,.462,0.0,0.4,.077,7.2,15.2,.473,1.5,2.1,.726,3.2,6.0,9.2,1.4,1.8,1.4,1.7,5.9,16.0,,101,107
2010-11,23,POR,NBA,PF,56,9,1108,6.2,14.3,.433,0.0,0.2,.000,6.2,14.1,.439,1.6,2.2,.711,3.6,5.7,9.3,1.5,1.9,1.6,1.6,6.8,14.0,,100,107
2010-11,23,CHA,NBA,PF,22,9,529,9.3,18.3,.508,0.1,0.9,.111,9.2,17.4,.529,1.3,1.7,.765,2.3,6.6,8.9,1.3,1.5,1.1,1.8,3.8,20.0,,103,108
2011-12,24,MEM,NBA,PF,64,5,1124,6.8,13.1,.516,0.0,0.1,.000,6.8,13.0,.520,2.1,3.2,.652,4.3,7.3,11.6,1.7,2.0,1.6,1.4,4.6,15.7,,115,101
2012-13,25,MIN,NBA,PF,80,9,2010,8.1,17.3,.468,0.0,0.2,.000,8.1,17.1,.472,1.7,2.6,.650,3.7,6.8,10.5,1.7,2.2,1.0,1.4,3.9,17.9,,103,105
2013-14,26,MIN,NBA,PF,81,7,1635,7.1,15.4,.464,0.0,0.2,.000,7.1,15.2,.468,1.1,2.0,.567,3.4,6.6,10.0,2.5,1.9,1.7,1.3,4.4,15.4,,104,105
2014-15,27,NOP,NBA,PF,66,27,1652,4.9,10.8,.457,0.0,0.3,.100,4.9,10.5,.468,0.9,1.5,.617,2.2,5.9,8.1,1.6,1.5,1.2,1.1,3.2,10.8,,102,108
2015-16,28,NOP,NBA,SF,80,46,1971,4.7,10.4,.451,1.4,4.4,.316,3.3,6.0,.550,1.4,2.1,.695,1.4,4.5,5.9,1.9,1.1,0.8,1.0,4.4,12.2,,109,112
2016-17,29,NOP,NBA,SF,37,25,917,4.7,11.0,.424,2.1,5.8,.370,2.5,5.2,.485,0.3,0.6,.545,1.7,6.5,8.2,1.3,1.0,1.0,0.9,3.2,11.8,,104,109
