Season,Team,Lg,Salary
2009-10,Portland Trail Blazers,NBA,"$457,588"
2010-11,Charlotte Bobcats,NBA,"$762,195"
2011-12,Memphis Grizzlies,NBA,"$2,000,000"
2012-13,Minnesota Timberwolves,NBA,"$2,090,000"
2013-14,Minnesota Timberwolves,NBA,"$2,180,000"
2014-15,New Orleans Pelicans,NBA,"$831,942"
2015-16,New Orleans Pelicans,NBA,"$3,000,000"
