Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,24,TOR,NBA,C,82,1553,,,2%,15%,84%,-1.6,-0.1,6,15,19,115,,14,,118,30,8,18
2005-06,25,TOR,NBA,PF,78,1710,,,6%,84%,10%,-4.6,-1.9,10,9,13,102,,8,,136,28,7,16
2006-07,26,SAS,NBA,PF,56,653,,,7%,92%,2%,+2.3,-8.3,8,3,14,34,,4,,52,14,4,7
2007-08,27,SAS,NBA,PF,68,853,,,1%,83%,15%,+4.7,-0.9,8,10,21,48,,11,,71,14,2,8
2008-09,28,SAS,NBA,PF,81,1928,,,,74%,26%,+8.3,+8.3,20,6,11,88,,4,,190,9,4,12
2009-10,29,SAS,NBA,PF,65,1161,,,,49%,51%,+8.3,+3.6,17,8,14,56,,8,,166,18,8,8
2010-11,30,SAS,NBA,PF,66,1432,,,,52%,48%,+7.8,+2.1,16,2,9,59,,6,,140,14,3,7
2011-12,31,SAS,NBA,PF,65,1326,,,,83%,17%,+13.4,+9.3,9,0,5,39,,1,,148,6,0,7
2012-13,32,SAS,NBA,PF,68,909,,,,58%,42%,+4.5,-3.0,10,1,5,43,,2,3,88,6,1,5
2013-14,33,SAS,NBA,PF,61,690,,,,65%,35%,+6.3,-2.2,7,1,8,24,1,4,2,77,6,0,4
2014-15,34,SAS,NBA,PF,72,935,,,,81%,19%,+0.9,-7.4,4,4,3,35,1,2,2,110,10,1,8
2015-16,35,SAS,NBA,C,30,206,,,,48%,52%,+17.0,+5.8,2,1,0,8,1,0,1,22,1,0,2
