Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,4,53,.353,14.0,.529,.294,.235,.000,.000,.471,.667,.400,1.000,,,.000,.500,.000,0,,.375,.000,0,0
1 season,,DEN,NBA,,4,53,.353,14.0,.529,.294,.235,.000,.000,.471,.667,.400,1.000,,,.000,.500,.000,0,,.375,.000,0,0
