Player,Sim,1,2,3,4,5,6
Cole Aldrich,,3.5,2.2,1.2,0.6,0.6,0.2
Zeljko Rebraca,91.0,3.3,2.4,1.3,0.7,0.5,
Lee Davis,88.5,3.7,2.1,1.5,0.6,0.2,0.2
Stanley Roberts,85.6,3.2,2.1,1.8,0.7,0.5,-0.1
Carlos Rogers,84.8,4.0,2.2,0.9,0.9,0.5,0.0
Adonal Foyle,81.6,4.0,1.9,1.2,1.1,0.7,-0.1
Mikki Moore,80.6,2.8,2.2,1.0,0.6,0.1,0.1
Alexis Ajinca,79.4,3.2,2.1,1.0,0.4,0.0,-0.1
Chris Dudley,79.2,3.4,2.2,2.2,1.0,0.2,0.1
Cherokee Parks,77.3,3.8,2.2,1.9,1.4,0.9,0.2
Paul Mokeski,75.9,3.4,1.7,1.6,1.4,0.8,-0.1
