Season,Team,Lg,Salary
2010-11,Oklahoma City Thunder,NBA,"$2,126,520"
2011-12,Oklahoma City Thunder,NBA,"$2,286,000"
2012-13,Sacramento Kings,NBA,"$2,445,480"
2014-15,New York Knicks,NBA,"$981,084"
2015-16,Los Angeles Clippers,NBA,"$1,100,600"
