Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,23,POR,NBA,SG,1,0,28:34,8,10,.800,2,3,.667,0,0,,1,9,5,1,1,0,2,18
2008-09,24,POR,NBA,SG,1,0,31:10,7,8,.875,0,0,,0,0,,0,5,5,0,0,0,2,14
2009-10,25,POR,NBA,SG,,,,,,,,,,,,,,,,,,,,
