Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,1032,551,27.4,3.6,7.3,.494,0.5,1.3,.339,3.2,6.0,.529,.525,1.0,1.4,.718,1.2,3.2,4.4,3.5,0.6,0.5,1.8,2.2,8.7
5 seasons,,SAS,NBA,,331,70,22.5,3.1,6.0,.508,0.5,1.3,.367,2.6,4.7,.548,.549,0.7,1.0,.743,0.9,2.9,3.8,2.6,0.5,0.3,1.4,1.8,7.4
4 seasons,,CHA,NBA,,260,251,34.3,4.8,9.9,.481,0.9,2.6,.346,3.9,7.3,.530,.527,1.1,1.6,.711,1.5,3.9,5.3,4.3,0.8,0.6,2.3,2.5,11.6
4 seasons,,PHO,NBA,,258,148,31.0,4.4,8.6,.517,0.2,0.5,.315,4.3,8.1,.530,.527,1.4,2.0,.721,1.4,3.7,5.2,4.7,0.6,0.7,2.1,2.5,10.5
2 seasons,,ATL,NBA,,142,62,22.0,1.9,4.3,.435,0.1,0.5,.197,1.8,3.7,.469,.447,0.8,1.2,.665,1.2,2.4,3.6,2.3,0.7,0.4,1.5,2.2,4.6
1 season,,UTA,NBA,,41,20,18.7,2.1,4.8,.449,0.4,1.3,.273,1.8,3.4,.518,.487,0.4,0.4,.833,0.6,1.5,2.0,2.2,0.2,0.0,1.3,1.3,5.0
