Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,21,ATL,NBA,SG,76,1919,,51%,44%,4%,,-5.6,-1.6,72,21,33,97,,12,,411,33,4,15
2004-05,22,ATL,NBA,SG,66,1201,6%,52%,37%,5%,,-7.0,+5.2,58,16,13,56,,4,,324,27,5,17
2005-06,23,PHO,NBA,PF,81,2874,,1%,4%,86%,10%,+8.9,+10.2,100,38,51,135,,25,,1172,110,50,63
2006-07,24,PHO,NBA,PF,73,2268,,,16%,79%,5%,+5.2,-6.0,76,32,46,100,,16,,829,54,25,31
2007-08,25,PHO,NBA,PF,82,2308,,1%,19%,76%,5%,+4.1,-3.8,77,27,51,90,,20,,750,59,19,34
2008-09,26,TOT,NBA,PF,81,2754,,1%,8%,90%,1%,+1.3,+1.4,103,46,66,0,,0,,759,0,19,44
2008-09,26,PHO,NBA,PF,22,538,,4%,12%,84%,,+1.1,-1.1,16,8,13,20,,8,,108,10,6,5
2008-09,26,CHA,NBA,PF,59,2216,,,7%,92%,1%,+1.4,+6.3,87,38,53,77,,25,,651,50,13,39
2009-10,27,CHA,NBA,PF,82,2906,,,2%,94%,4%,+2.4,+3.2,98,26,53,111,,33,,738,59,20,31
2010-11,28,CHA,NBA,PF,82,2778,,1%,8%,90%,1%,-4.8,-0.9,83,32,51,111,,23,,739,45,13,30
2011-12,29,TOT,NBA,PF,57,1424,,,25%,74%,1%,-6.6,-3.7,58,28,26,0,,0,,457,0,2,19
2011-12,29,CHA,NBA,PF,37,1018,,,29%,70%,,-16.0,-0.5,47,22,15,39,,9,,348,11,1,11
2011-12,29,SAS,NBA,PF,20,406,,,14%,83%,3%,+15.8,+9.1,11,6,11,26,,6,,109,4,1,8
2012-13,30,SAS,NBA,PF,75,1709,,,15%,84%,,+4.8,-3.6,35,18,31,76,,12,3,416,22,6,15
2013-14,31,SAS,NBA,PF,79,1974,,,3%,93%,3%,+8.6,+0.8,53,31,37,66,2,15,2,509,33,13,29
2014-15,32,SAS,NBA,PF,81,1984,,,3%,96%,1%,+7.3,+1.5,53,40,33,70,6,12,7,538,34,9,26
2015-16,33,SAS,NBA,PF,76,1386,,,,96%,4%,+10.0,-2.4,46,31,20,46,4,7,3,410,34,11,16
2016-17,34,UTA,NBA,PF,41,767,,,,98%,2%,+5.4,+1.0,12,29,13,23,2,7,1,212,8,2,5
