Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,22,MIN,NBA,C,3,0,9.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,0.0,0.0,,1.3,1.0,2.3,1.0,0.0,0.0,0.3,1.3,2.7
1999-00,23,MIN,NBA,C,4,4,31.5,2.8,6.3,.440,0.0,0.0,,2.8,6.3,.440,.440,0.8,1.5,.500,1.3,2.0,3.3,1.5,0.8,1.8,1.0,5.0,6.3
2000-01,24,MIN,NBA,C,4,2,12.3,1.3,3.3,.385,0.0,0.0,,1.3,3.3,.385,.385,0.0,0.0,,1.3,1.8,3.0,0.8,0.3,0.8,0.8,2.3,2.5
2001-02,25,MIN,NBA,C,3,3,30.7,5.0,10.3,.484,0.0,0.0,,5.0,10.3,.484,.484,1.3,3.0,.444,2.0,4.7,6.7,1.0,0.3,0.0,1.3,3.3,11.3
2002-03,26,MIN,NBA,C,6,6,28.2,3.2,6.3,.500,0.0,0.0,,3.2,6.3,.500,.500,0.7,1.0,.667,1.5,3.5,5.0,0.7,0.2,0.7,0.8,4.7,7.0
2003-04,27,SAS,NBA,C,10,10,26.1,2.9,6.7,.433,0.0,0.1,.000,2.9,6.6,.439,.433,0.1,0.6,.167,2.1,3.4,5.5,1.0,0.3,1.1,0.8,3.8,5.9
2004-05,28,SAS,NBA,C,15,0,7.6,0.3,0.8,.417,0.0,0.0,,0.3,0.8,.417,.417,0.0,0.1,.000,0.7,1.0,1.7,0.1,0.1,0.3,0.3,1.1,0.7
2005-06,29,SAS,NBA,C,9,1,12.7,1.2,2.1,.579,0.1,0.1,1.000,1.1,2.0,.556,.605,0.2,0.2,1.000,0.8,2.6,3.3,0.1,0.2,0.6,0.2,1.9,2.8
2006-07,30,TOR,NBA,C,5,4,14.2,1.4,3.0,.467,0.0,0.0,,1.4,3.0,.467,.467,0.6,0.6,1.000,2.0,2.6,4.6,0.6,0.0,0.4,0.8,0.8,3.4
2007-08,31,TOR,NBA,C,5,2,15.4,2.2,4.4,.500,0.0,0.0,,2.2,4.4,.500,.500,0.2,0.4,.500,0.6,2.0,2.6,0.6,0.2,0.4,1.0,2.8,4.6
