Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,22,MIN,NBA,C,3,0,29,4,8,.500,0,0,,4,8,.500,.500,0,0,,4,3,7,3,0,0,1,4,8
1999-00,23,MIN,NBA,C,4,4,126,11,25,.440,0,0,,11,25,.440,.440,3,6,.500,5,8,13,6,3,7,4,20,25
2000-01,24,MIN,NBA,C,4,2,49,5,13,.385,0,0,,5,13,.385,.385,0,0,,5,7,12,3,1,3,3,9,10
2001-02,25,MIN,NBA,C,3,3,92,15,31,.484,0,0,,15,31,.484,.484,4,9,.444,6,14,20,3,1,0,4,10,34
2002-03,26,MIN,NBA,C,6,6,169,19,38,.500,0,0,,19,38,.500,.500,4,6,.667,9,21,30,4,1,4,5,28,42
2003-04,27,SAS,NBA,C,10,10,261,29,67,.433,0,1,.000,29,66,.439,.433,1,6,.167,21,34,55,10,3,11,8,38,59
2004-05,28,SAS,NBA,C,15,0,114,5,12,.417,0,0,,5,12,.417,.417,0,2,.000,11,15,26,2,1,5,4,16,10
2005-06,29,SAS,NBA,C,9,1,114,11,19,.579,1,1,1.000,10,18,.556,.605,2,2,1.000,7,23,30,1,2,5,2,17,25
2006-07,30,TOR,NBA,C,5,4,71,7,15,.467,0,0,,7,15,.467,.467,3,3,1.000,10,13,23,3,0,2,4,4,17
2007-08,31,TOR,NBA,C,5,2,77,11,22,.500,0,0,,11,22,.500,.500,1,2,.500,3,10,13,3,1,2,5,14,23
