Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,21,LAC,NBA,C,82,1843,,,,,100%,-6.4,-2.4,57,45,53,129,,30,,179,65,12,61
2004-05,22,LAC,NBA,C,63,1632,,,,,100%,-4.0,-5.3,36,41,38,110,,18,,156,54,14,42
2005-06,23,LAC,NBA,C,78,2560,,,,,100%,+2.8,+2.7,50,60,66,160,,23,,172,110,30,68
2006-07,24,LAC,NBA,C,75,2176,,,,,100%,-4.3,-8.1,38,44,65,142,,28,,170,106,30,44
2007-08,25,LAC,NBA,C,56,2083,,,,,100%,-6.2,+4.3,46,65,53,105,,26,,240,117,16,67
2008-09,26,LAC,NBA,C,31,921,,,,,100%,-9.4,+0.8,27,33,24,61,,11,,110,41,13,23
2009-10,27,LAC,NBA,C,76,2608,,,,,100%,-6.1,+2.7,76,74,73,133,,26,,274,143,33,66
2010-11,28,LAC,NBA,C,32,838,,,,,100%,-3.9,-0.3,13,22,23,45,,7,,99,28,7,21
2011-12,29,NOH,NBA,C,47,1372,,,,,100%,-2.7,+2.7,50,44,35,71,,15,,216,47,9,52
2012-13,30,DAL,NBA,C,66,1363,,,,,100%,-5.2,-6.8,27,52,24,79,,10,4,117,45,9,28
2013-14,31,LAL,NBA,C,39,736,,,,,100%,-4.1,+2.4,24,30,20,60,1,11,3,139,29,6,18
2014-15,32,POR,NBA,C,74,1398,,,,12%,88%,-0.8,-7.7,33,47,28,85,1,12,2,164,53,16,35
2015-16,33,POR,NBA,C,16,112,,,,,100%,-13.3,-14.5,4,2,2,7,0,1,2,25,2,1,3
