Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1997-98,21,DEN,NBA,PF,65,49,1506,8.3,18.7,.446,0.1,0.5,.214,8.2,18.2,.452,2.6,3.7,.702,4.9,7.6,12.5,2.1,1.9,2.5,3.5,7.1,19.3,,95,109
1998-99,22,BOS,NBA,C,50,15,1121,6.9,13.2,.519,0.0,0.1,.000,6.9,13.1,.525,1.9,2.9,.672,4.5,9.5,14.0,2.5,1.4,3.3,2.1,7.4,15.7,,110,99
1999-00,23,BOS,NBA,C,82,4,1505,7.4,15.5,.477,0.0,0.3,.125,7.4,15.2,.483,3.4,5.1,.675,5.1,8.7,13.8,2.1,1.6,2.4,2.3,8.4,18.2,,108,103
2000-01,24,BOS,NBA,C,40,25,845,6.6,12.3,.537,0.0,0.2,.000,6.6,12.1,.545,2.7,4.2,.638,4.5,9.8,14.3,1.0,1.7,3.7,2.3,7.7,16.0,,108,99
2001-02,25,BOS,NBA,C,74,73,1819,6.0,11.1,.541,0.0,0.1,.000,6.0,11.1,.544,2.5,3.7,.677,5.2,8.5,13.7,1.0,1.7,1.9,1.5,6.2,14.6,,118,99
2002-03,26,BOS,NBA,C,67,62,1683,6.2,11.6,.539,0.0,0.2,.200,6.2,11.4,.544,2.8,3.7,.746,4.6,8.9,13.6,1.5,1.0,2.5,1.5,6.2,15.3,,119,100
2003-04,27,TOT,NBA,C,73,7,1478,6.0,13.6,.443,0.1,0.3,.222,6.0,13.3,.448,2.3,3.2,.742,4.2,8.5,12.7,2.1,0.9,2.4,2.2,5.6,14.5,,101,103
2003-04,27,BOS,NBA,C,23,6,501,5.8,12.0,.479,0.1,0.1,1.000,5.7,11.9,.474,2.4,3.4,.697,4.0,8.1,12.1,2.2,0.8,2.1,2.5,5.7,14.0,,103,104
2003-04,27,CLE,NBA,C,50,1,977,6.2,14.4,.427,0.1,0.4,.125,6.1,14.0,.436,2.3,3.0,.768,4.3,8.8,13.0,2.0,1.0,2.5,2.1,5.6,14.7,,99,103
2004-05,28,ORL,NBA,C,81,32,1894,4.4,9.5,.460,0.0,0.2,.000,4.4,9.3,.468,1.8,2.5,.723,2.9,9.2,12.1,1.1,0.8,2.2,2.2,6.5,10.5,,98,106
2005-06,29,ORL,NBA,C,82,82,2215,6.9,13.5,.507,0.0,0.1,.000,6.9,13.4,.513,2.2,3.3,.664,3.6,7.7,11.2,1.2,1.1,1.7,2.2,6.1,15.9,,106,107
2006-07,30,ORL,NBA,PF,66,66,1575,6.0,12.2,.489,0.0,0.0,.000,6.0,12.2,.490,1.8,2.6,.675,3.1,8.5,11.7,1.2,1.0,1.0,2.1,6.3,13.7,,103,104
2008-09,32,ORL,NBA,PF,77,3,1202,6.8,14.0,.489,0.1,0.4,.222,6.7,13.6,.497,2.3,3.5,.659,4.0,8.0,12.0,1.3,1.1,1.1,2.0,4.8,16.1,,106,102
2009-10,33,NJN,NBA,C,15,0,134,5.5,15.7,.350,0.4,1.6,.250,5.1,14.1,.361,2.7,3.9,.700,1.6,7.5,9.0,1.2,1.6,0.8,1.2,7.5,14.1,,88,110
2010-11,34,PHI,NBA,C,38,0,377,6.2,13.3,.469,0.3,0.4,.667,6.0,12.9,.462,1.1,1.9,.571,2.4,11.4,13.7,1.7,0.7,2.1,1.7,8.2,13.9,,99,103
2011-12,35,PHI,NBA,C,27,11,295,3.4,9.3,.373,0.0,0.2,.000,3.4,9.1,.380,0.7,0.7,1.000,1.5,10.7,12.2,2.9,0.7,1.1,0.7,4.7,7.6,,94,99
