Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,21,UTA,NBA,SG,56,14,675,5.4,10.3,.528,0.0,0.5,.000,5.4,9.8,.554,3.0,4.4,.675,2.0,2.0,4.0,1.3,2.0,0.3,1.3,2.3,13.9
2007-08,22,UTA,NBA,SG,76,76,2088,6.1,10.9,.558,0.2,0.9,.220,5.9,10.1,.587,3.4,4.4,.759,1.7,2.1,3.8,2.3,2.2,0.3,1.2,1.9,15.8
2008-09,23,UTA,NBA,SF,81,80,2605,5.8,11.4,.508,0.3,1.2,.259,5.5,10.3,.537,3.4,4.9,.702,1.4,2.8,4.1,2.5,1.9,0.4,1.5,1.8,15.4
2009-10,24,TOT,NBA,SG,58,53,1742,4.3,8.9,.487,0.2,0.6,.258,4.2,8.2,.505,1.8,2.7,.639,0.9,2.9,3.9,3.2,1.9,0.3,1.1,1.7,10.6
2009-10,24,UTA,NBA,SG,53,53,1662,4.5,9.0,.495,0.2,0.7,.258,4.3,8.3,.514,1.8,2.8,.633,1.0,2.9,3.9,3.3,1.8,0.3,1.1,1.7,10.9
2009-10,24,MEM,NBA,SG,5,0,80,1.4,5.9,.231,0.0,0.0,,1.4,5.9,.231,1.8,2.3,.800,0.5,2.7,3.2,1.4,2.7,0.0,0.9,0.0,4.5
2010-11,25,CHI,NBA,SG,81,1,1781,4.1,8.6,.480,0.1,0.5,.222,4.0,8.1,.498,1.8,2.7,.654,1.1,4.2,5.3,2.8,2.1,0.4,1.1,1.7,10.2
2011-12,26,CHI,NBA,SG,66,43,1635,4.2,9.8,.427,0.4,1.5,.275,3.8,8.3,.455,1.2,2.2,.560,1.6,3.5,5.1,3.0,1.6,0.5,1.3,1.4,10.0
2012-13,27,TOT,NBA,SF,60,34,853,3.0,8.4,.354,1.0,3.2,.303,2.0,5.1,.385,0.7,1.6,.410,1.8,4.1,5.9,2.1,1.8,0.3,0.8,1.4,7.6
2012-13,27,NYK,NBA,SF,46,34,711,3.2,8.9,.366,1.1,3.6,.310,2.1,5.3,.404,0.8,2.0,.410,1.5,3.6,5.1,2.0,1.7,0.3,0.7,1.4,8.4
2012-13,27,OKC,NBA,SF,14,0,142,1.5,5.8,.261,0.3,1.3,.200,1.3,4.6,.278,0.0,0.0,,3.3,6.8,10.1,2.5,2.3,0.0,1.0,1.5,3.3
2013-14,28,TOT,NBA,SF,24,3,160,0.7,3.4,.200,0.2,1.8,.125,0.5,1.6,.286,0.0,0.5,.000,0.5,2.7,3.2,2.3,1.4,0.2,0.5,0.9,1.6
2013-14,28,HOU,NBA,SF,23,3,158,0.7,3.4,.200,0.2,1.8,.125,0.5,1.6,.286,0.0,0.5,.000,0.5,2.7,3.2,2.3,1.4,0.2,0.5,0.9,1.6
2013-14,28,CHI,NBA,SF,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
