Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,CLE,NBA,SG,79,3122,,66%,29%,6%,,-2.6,+2.2,129,77,67,52,,36,,983,187,47,76
2004-05,20,CLE,NBA,SF,80,3388,,,95%,4%,,+2.1,+8.8,143,56,63,60,,24,,1234,255,65,71
2005-06,21,CLE,NBA,SF,79,3361,,1%,97%,2%,,+4.1,+10.4,120,68,72,59,,35,,1190,362,123,70
2006-07,22,CLE,NBA,SF,78,3190,,,96%,4%,,+6.2,+8.8,122,62,66,75,,34,,1065,313,118,60
2007-08,23,CLE,NBA,SF,75,3027,,,76%,23%,1%,+2.4,+10.9,136,61,58,65,,33,,1259,344,99,69
2008-09,24,CLE,NBA,SF,81,3054,,,74%,26%,,+15.0,+21.2,113,68,60,55,,32,,1406,372,113,71
2009-10,25,CLE,NBA,SF,76,2966,,2%,84%,14%,,+11.5,+16.8,148,57,56,52,,27,,1496,331,97,56
2010-11,26,MIA,NBA,SF,79,3063,,,74%,25%,,+10.6,+9.0,132,85,67,59,,40,,1260,265,94,55
2011-12,27,MIA,NBA,SF,62,2326,,,58%,35%,7%,+10.4,+14.0,125,52,36,40,,16,,872,210,79,51
2012-13,28,MIA,NBA,PF,76,2877,,,9%,82%,9%,+13.2,+15.3,137,52,37,34,,26,1,1298,209,70,56
2013-14,29,MIA,NBA,PF,77,2902,,1%,15%,82%,2%,+7.1,+6.8,152,69,48,36,0,26,1,1156,246,74,51
2014-15,30,CLE,NBA,SF,69,2493,,,77%,23%,,+10.8,+16.7,155,61,53,45,2,26,1,1228,232,59,48
2015-16,31,CLE,NBA,SF,76,2709,,,77%,23%,,+11.7,+16.5,119,78,52,47,2,32,3,1262,219,74,69
2016-17,32,CLE,NBA,SF,45,1686,,2%,64%,32%,2%,+8.5,+12.1,36,122,30,30,2,20,0,983,146,44,37
