2-Pt Field Goal Attempts
2003-04 NBA 1275 (4th)
2004-05 NBA 1376 (2nd)
2005-06 NBA 1444 (3rd)
2006-07 NBA 1311 (2nd)
2007-08 NBA 1283 (4th)
2008-09 NBA 1229 (5th)
2011-12 NBA 1020 (4th)
2012-13 NBA 1100 (9th)
2013-14 NBA 1047 (10th)
2015-16 NBA 1134 (4th)
Active 16117 (2nd)
Career NBA 16117 (27th)
Career 16117 (32nd)
