Usage Pct
2004-05 NBA 29.7 (9th)
2005-06 NBA 33.6 (4th)
2006-07 NBA 31.0 (8th)
2007-08 NBA 33.5 (1st)
2008-09 NBA 33.8 (2nd)
2009-10 NBA 33.5 (2nd)
2010-11 NBA 31.5 (6th)
2011-12 NBA 32.0 (3rd)
2012-13 NBA 30.2 (5th)
2013-14 NBA 31.0 (4th)
2014-15 NBA 32.3 (4th)
2015-16 NBA 31.4 (7th)
Active 31.6 (3rd)
Career NBA 31.6 (6th)
Career 31.6 (6th)
