Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,19,CLE,NBA,SG,79,3122,.417,11.2,.855,.315,.168,.161,.211,.145,.438,.604,.356,.313,.352,.290,.442,.064,91,.746,.286,.323,3,0
2004-05,20,CLE,NBA,SF,80,3388,.472,12.1,.817,.311,.137,.121,.248,.183,.499,.725,.370,.324,.373,.351,.445,.076,126,.500,.185,.491,0,0
2005-06,21,CLE,NBA,SF,79,3361,.480,12.4,.792,.353,.092,.094,.253,.208,.518,.689,.411,.304,.398,.335,.303,.065,114,.417,.185,.343,5,0
2006-07,22,CLE,NBA,SF,78,3190,.476,12.2,.809,.333,.125,.111,.241,.191,.513,.725,.406,.361,.346,.319,.321,.068,108,.495,.145,.444,5,1
2007-08,23,CLE,NBA,SF,75,3027,.484,12.2,.781,.373,.090,.080,.238,.219,.531,.706,.426,.303,.372,.315,.333,.069,109,.398,.095,.353,2,0
2008-09,24,CLE,NBA,SF,81,3054,.489,13.4,.762,.333,.092,.074,.263,.238,.535,.728,.453,.286,.388,.344,.318,.083,128,.424,.107,.341,7,0
2009-10,25,CLE,NBA,SF,76,2966,.503,13.4,.747,.342,.082,.061,.262,.253,.560,.745,.468,.344,.398,.333,.369,.080,117,.341,.111,.395,4,0
2010-11,26,MIA,NBA,SF,79,3063,.510,12.7,.812,.284,.172,.094,.262,.188,.552,.744,.459,.443,.445,.330,.284,.068,98,.609,.211,.322,5,1
2011-12,27,MIA,NBA,SF,62,2326,.531,11.5,.873,.329,.136,.135,.272,.127,.556,.758,.484,.481,.384,.362,.360,.092,104,.519,.121,.333,0,0
2012-13,28,MIA,NBA,PF,76,2877,.565,11.2,.812,.373,.133,.105,.202,.188,.602,.776,.494,.415,.447,.406,.378,.109,144,.553,.161,.488,0,0
2013-14,29,MIA,NBA,PF,77,2902,.567,11.4,.774,.399,.123,.084,.168,.226,.622,.796,.554,.404,.366,.379,.395,.101,134,.534,.144,.568,0,0
2014-15,30,CLE,NBA,SF,69,2493,.488,12.6,.735,.332,.127,.116,.159,.265,.536,.722,.414,.356,.377,.354,.315,.072,88,.467,.115,.385,1,0
2015-16,31,CLE,NBA,SF,76,2709,.520,9.6,.801,.459,.119,.093,.129,.199,.573,.722,.361,.348,.404,.309,.378,.083,111,.598,.117,.273,0,0
2016-17,32,CLE,NBA,SF,45,1686,.527,11.3,.751,.398,.127,.118,.108,.249,.584,.775,.359,.438,.307,.355,.356,.097,77,.486,.108,.364,0,0
