Box Plus/Minus
2004-05 NBA 8.3 (2nd)
2005-06 NBA 9.3 (1st)
2006-07 NBA 7.4 (2nd)
2007-08 NBA 11.2 (1st)
2008-09 NBA 13.0 (1st)
2009-10 NBA 12.5 (1st)
2010-11 NBA 8.6 (1st)
2011-12 NBA 11.0 (1st)
2012-13 NBA 11.6 (1st)
2013-14 NBA 8.9 (1st)
2014-15 NBA 7.4 (5th)
2015-16 NBA 9.1 (3rd)
2016-17 NBA 8.1 (7th)
Active 9.2 (1st)
Career NBA 9.2 (1st)
Career 9.2 (1st)
