Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,21,CLE,NBA,SF,13,604,,,94%,6%,,-4.8,-21.1,28,16,21,19,,10,0,167,51,16,5
2006-07,22,CLE,NBA,SF,20,893,,,97%,3%,,4.9,24.2,31,19,16,17,,7,0,361,93,22,11
2007-08,23,CLE,NBA,SF,13,552,,,95%,5%,,5.6,24.6,33,8,13,9,,9,0,228,64,11,8
2008-09,24,CLE,NBA,SF,14,580,,,83%,17%,,11.6,8.4,14,13,11,13,,4,0,239,87,16,12
2009-10,25,CLE,NBA,SF,11,460,,,79%,19%,2%,4.6,23.2,22,11,9,11,,5,0,196,53,15,13
2010-11,26,MIA,NBA,SF,21,922,,,78%,22%,,1.6,-14.7,28,16,22,27,0,9,0,284,64,19,17
2011-12,27,MIA,NBA,SF,23,983,,,14%,64%,22%,10.9,24.3,48,18,15,18,0,10,0,309,98,28,20
2012-13,28,MIA,NBA,PF,23,960,,,4%,92%,4%,7.3,0.2,40,13,17,16,0,14,0,369,72,17,15
2013-14,29,MIA,NBA,PF,20,763,,,11%,87%,2%,4.3,8.0,31,18,12,19,1,7,0,237,68,14,9
2014-15,30,CLE,NBA,SF,20,844,,,27%,35%,38%,4.3,10.2,37,26,19,22,2,11,1,416,55,10,26
2015-16,31,CLE,NBA,SF,21,822,,,57%,40%,2%,13.9,18.7,12,49,14,14,0,10,2,399,54,15,17
