Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,830,28882,19.0,.549,.045,.429,7.5,17.5,12.5,13.6,1.5,1.6,13.5,25.0,,50.1,21.1,71.2,.118,,1.1,-0.2,0.9,21.1
5 seasons,,VAN,NBA,,375,14237,19.7,.542,.046,.446,7.7,17.4,12.6,14.4,1.5,1.9,13.8,26.7,,23.4,8.3,31.7,.107,,1.4,-0.3,1.1,11.1
3 seasons,,ATL,NBA,,211,8023,20.2,.555,.047,.428,7.4,18.9,13.3,14.3,1.5,1.3,13.2,25.4,,16.8,6.7,23.6,.141,,1.7,-0.1,1.6,7.3
3 seasons,,SAC,NBA,,158,4027,15.0,.553,.032,.397,6.8,15.5,11.1,11.2,1.3,1.5,12.8,19.7,,5.1,3.9,9.0,.108,,-0.9,0.2,-0.7,1.3
2 seasons,,POR,NBA,,86,2595,18.0,.565,.054,.374,7.9,15.9,12.0,10.9,1.5,1.2,13.5,22.5,,4.8,2.1,6.9,.128,,0.7,-0.5,0.2,1.4
