Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2007-08,24,IND,NBA,C,3,11,1.1,.000,.000,.000,9.7,10.1,9.9,11.6,0.0,0.0,0.0,3.9,,0.0,0.0,0.0,.008,,-5.8,0.1,-5.7,0.0
2008-09,25,TOT,NBA,C,2,13,12.8,.500,.000,.000,16.3,17.4,16.8,0.0,0.0,0.0,14.3,23.5,,0.0,0.0,0.0,-0.013,,-6.7,-8.2,-14.9,0.0
2008-09,25,PHO,NBA,C,1,2,-26.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.0,,0.0,0.0,0.0,-0.735,,-25.1,-0.2,-25.2,0.0
2008-09,25,NYK,NBA,C,1,11,19.8,.500,.000,.000,19.3,20.6,19.9,0.0,0.0,0.0,0.0,23.7,,0.0,0.0,0.0,.118,,-3.4,-9.7,-13.0,0.0
