Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,ORL,NBA,PG,1,0,11,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,2,0,0,1,2,3
2007-08,23,ORL,NBA,SG,2,0,10,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
2008-09,24,ORL,NBA,SG,16,8,327,31,83,.373,21,52,.404,10,31,.323,.500,13,14,.929,2,17,19,31,8,1,7,26,96
2009-10,25,ORL,NBA,SG,14,0,269,30,71,.423,15,35,.429,15,36,.417,.528,30,35,.857,4,20,24,19,10,0,20,22,105
2010-11,26,ORL,NBA,SG,6,0,120,15,42,.357,1,15,.067,14,27,.519,.369,9,12,.750,0,11,11,6,1,1,7,8,40
2011-12,27,ORL,NBA,SG,5,0,123,19,44,.432,4,19,.211,15,25,.600,.477,12,14,.857,0,5,5,16,1,0,6,4,54
2012-13,28,MIL,NBA,SG,4,0,69,11,25,.440,4,12,.333,7,13,.538,.520,3,3,1.000,0,3,3,5,1,0,6,9,29
2013-14,29,LAC,NBA,SG,13,13,351,61,133,.459,26,65,.400,35,68,.515,.556,25,26,.962,4,18,22,19,11,0,13,23,173
2014-15,30,LAC,NBA,SG,14,14,540,70,161,.435,35,88,.398,35,73,.479,.543,33,35,.943,0,30,30,24,10,5,26,36,208
2015-16,31,LAC,NBA,SG,6,6,166,34,79,.430,11,31,.355,23,48,.479,.500,2,3,.667,1,11,12,5,1,1,5,11,81
