Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,22,ORL,NBA,PG,1,11,98%,2%,1%,,,-10.3,-0.0,0,1,0,1,,0,0,4,0,0,0
2007-08,23,ORL,NBA,SG,2,10,,100%,,,,-9.7,-12.1,0,0,0,0,,0,0,0,0,0,0
2008-09,24,ORL,NBA,SG,16,327,8%,92%,,,,3.6,1.4,2,2,3,10,,2,0,69,1,0,2
2009-10,25,ORL,NBA,SG,14,269,,100%,,,,9.1,-1.7,11,5,4,10,,1,0,48,9,0,4
2010-11,26,ORL,NBA,SG,6,120,9%,91%,,,,4.8,5.2,3,3,1,4,0,0,0,15,4,1,1
2011-12,27,ORL,NBA,SG,5,123,,100%,,,,-10.6,4.3,4,1,1,4,0,0,0,39,6,1,1
2012-13,28,MIL,NBA,SG,4,69,,99%,1%,,,-25.0,-13.3,4,1,1,6,1,1,0,12,1,0,0
2013-14,29,LAC,NBA,SG,13,351,,97%,3%,,,5.6,9.5,8,1,4,9,0,2,3,44,4,0,4
2014-15,30,LAC,NBA,SG,14,540,6%,94%,,,,3.7,5.0,18,3,5,13,5,3,2,55,10,1,1
2015-16,31,LAC,NBA,SG,6,166,37%,63%,,,,-5.4,-2.0,1,3,0,4,0,0,1,11,1,1,4
