Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,ORL,NBA,PG,42,0,622,4.6,11.3,.410,2.2,5.7,.388,2.4,5.6,.433,3.1,3.5,.900,0.6,2.4,3.0,2.1,0.7,0.0,1.2,3.0,14.6
2007-08,23,ORL,NBA,SG,34,0,276,6.3,14.1,.444,2.2,5.6,.395,4.0,8.5,.477,3.5,4.4,.794,0.1,2.9,3.0,2.1,0.5,0.0,2.0,3.8,18.3
2008-09,24,ORL,NBA,SG,64,5,1111,3.8,9.7,.391,2.2,5.8,.374,1.6,3.9,.417,2.6,3.0,.871,0.3,3.3,3.5,2.4,0.7,0.0,1.7,2.3,12.4
2009-10,25,ORL,NBA,SG,82,9,1808,4.8,11.0,.439,2.2,5.5,.405,2.6,5.6,.473,3.8,4.4,.860,0.3,2.7,3.1,3.1,0.6,0.1,1.3,2.3,15.7
2010-11,26,ORL,NBA,SG,59,5,1513,4.7,10.6,.441,2.1,5.2,.397,2.6,5.4,.482,2.7,3.0,.875,0.1,2.5,2.7,2.4,0.7,0.1,1.3,1.9,14.1
2011-12,27,ORL,NBA,SG,65,22,1765,5.1,11.9,.425,2.3,5.5,.418,2.8,6.4,.430,2.9,3.2,.911,0.4,2.7,3.1,3.3,0.6,0.1,1.4,1.9,15.3
2012-13,28,TOT,NBA,SG,78,13,2379,5.8,13.3,.434,2.5,6.8,.366,3.3,6.5,.506,2.6,2.9,.900,0.3,2.3,2.6,4.5,0.6,0.1,2.1,1.8,16.6
2012-13,28,ORL,NBA,SG,50,11,1575,6.0,13.3,.450,2.7,6.9,.390,3.3,6.4,.514,2.6,2.9,.891,0.2,2.5,2.7,5.0,0.7,0.1,2.4,1.6,17.3
2012-13,28,MIL,NBA,SG,28,2,804,5.4,13.3,.403,2.1,6.8,.318,3.2,6.6,.490,2.5,2.7,.918,0.4,2.0,2.3,3.4,0.4,0.2,1.5,2.1,15.4
2013-14,29,LAC,NBA,SG,35,34,987,6.6,14.5,.455,2.7,6.7,.395,3.9,7.8,.507,3.5,3.9,.915,0.3,2.4,2.7,2.8,1.0,0.1,1.5,2.4,19.4
2014-15,30,LAC,NBA,SG,78,78,2409,6.7,14.0,.477,3.0,6.8,.437,3.7,7.2,.515,2.7,3.0,.901,0.3,2.2,2.5,2.0,0.6,0.1,1.4,2.0,19.1
2015-16,31,LAC,NBA,SG,75,75,2097,7.2,15.1,.480,3.4,7.2,.475,3.8,7.9,.484,3.1,3.5,.888,0.2,2.2,2.4,1.8,0.7,0.1,1.3,2.3,21.0
2016-17,32,LAC,NBA,SG,47,47,1330,6.8,15.2,.451,3.4,7.9,.435,3.4,7.3,.468,2.8,3.2,.873,0.2,2.4,2.6,1.7,0.9,0.2,1.7,1.9,19.9
