Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,22,ORL,NBA,PG,42,622,21%,54%,25%,,,-1.2,-2.6,9,3,9,23,,2,,78,18,2,4
2007-08,23,ORL,NBA,SG,34,276,1%,95%,4%,,,-1.5,-8.0,7,4,4,17,,2,,37,10,0,7
2008-09,24,ORL,NBA,SG,64,1111,12%,88%,,,,+5.8,-2.8,27,10,17,42,,5,,169,31,5,10
2009-10,25,ORL,NBA,SG,82,1808,,99%,1%,,,+5.1,-5.9,30,15,18,57,,7,,392,80,13,19
2010-11,26,ORL,NBA,SG,59,1513,,99%,1%,,,+3.4,-4.5,29,13,11,38,,4,,245,36,10,9
2011-12,27,ORL,NBA,SG,65,1765,1%,99%,,,,+0.8,-0.3,27,26,15,49,,7,,398,49,9,19
2012-13,28,TOT,NBA,SG,78,2379,23%,69%,8%,,,-1.9,+4.0,80,38,20,0,,0,0,663,0,18,21
2012-13,28,ORL,NBA,SG,50,1575,35%,65%,,,,-3.4,+7.2,63,26,16,32,,6,3,489,46,14,14
2012-13,28,MIL,NBA,SG,28,804,,78%,22%,,,+0.9,+3.4,17,12,4,20,,1,4,174,19,4,7
2013-14,29,LAC,NBA,SG,35,987,11%,88%,2%,,,+9.0,+2.6,24,12,6,41,3,1,0,183,34,4,12
2014-15,30,LAC,NBA,SG,78,2409,1%,94%,5%,,,+12.8,+14.1,47,28,20,68,7,5,5,320,59,12,26
2015-16,31,LAC,NBA,SG,75,2097,4%,95%,,,,+11.3,+14.7,37,30,12,63,5,3,4,249,67,14,21
2016-17,32,LAC,NBA,SG,47,1330,12%,86%,3%,,,+7.7,+9.5,11,44,9,35,2,4,1,145,32,6,15
