Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2006-07,22,ORL,NBA,PG,1,11,8.4,.750,.500,.000,0.0,0.0,0.0,29.0,0.0,0.0,33.3,13.2,,0.0,0.0,0.0,.031,,-4.1,-7.1,-11.1,0.0
2007-08,23,ORL,NBA,SG,2,10,-17.0,.000,.750,.000,0.0,11.5,5.9,0.0,0.0,0.0,0.0,19.1,,-0.1,0.0,-0.1,-0.424,,-16.2,-4.3,-20.5,0.0
2008-09,24,ORL,NBA,SG,16,327,10.6,.538,.627,.169,0.8,6.5,3.6,15.4,1.3,0.2,7.3,14.2,,0.4,0.3,0.7,.104,,0.8,-0.2,0.6,0.2
2009-10,25,ORL,NBA,SG,14,269,12.9,.608,.493,.493,1.9,8.9,5.6,12.5,2.1,0.0,18.8,19.6,,0.3,0.5,0.8,.134,,1.9,0.0,1.9,0.3
2010-11,26,ORL,NBA,SG,6,120,5.8,.423,.357,.286,0.0,11.0,5.4,9.6,0.5,0.7,12.9,21.5,,-0.2,0.1,0.0,-0.018,,-4.0,-1.8,-5.8,-0.1
2011-12,27,ORL,NBA,SG,5,123,15.3,.538,.432,.318,0.0,4.8,2.3,27.2,0.5,0.0,10.7,22.3,,0.2,0.0,0.2,.080,,0.6,-2.7,-2.1,0.0
2012-13,28,MIL,NBA,SG,4,69,8.3,.551,.480,.120,0.0,5.7,2.7,13.6,0.8,0.0,18.6,22.1,,0.0,0.0,-0.1,-0.042,,-4.0,-1.3,-5.3,-0.1
2013-14,29,LAC,NBA,SG,13,351,14.4,.599,.489,.195,1.3,6.1,3.6,8.4,1.6,0.0,8.3,19.5,,0.6,0.1,0.7,.095,,1.5,-0.2,1.3,0.3
2014-15,30,LAC,NBA,SG,14,540,10.2,.590,.547,.217,0.0,5.8,2.9,6.5,0.9,0.8,12.8,16.3,,0.5,0.1,0.5,.047,,0.0,-0.1,-0.1,0.3
2015-16,31,LAC,NBA,SG,6,166,11.1,.504,.392,.038,0.6,6.5,3.6,5.3,0.3,0.5,5.9,22.9,,0.0,0.1,0.1,.026,,-0.3,-3.1,-3.3,-0.1
