Player,Sim,1,2,3,4,5,6,7,8,9,10
Carlos Delfino,,4.8,4.0,3.5,3.5,2.9,2.4,1.0,0.5,,
Henry Bibby,90.8,4.7,4.1,3.7,3.4,2.9,2.3,1.5,1.0,1.0,
Maurice Evans,89.7,4.9,3.8,3.2,3.1,2.6,2.1,1.7,0.3,0.1,
John Williamson,89.4,5.1,4.2,3.9,3.4,3.3,2.8,1.3,-0.3,,
Lionel Hollins,88.6,5.2,4.0,3.4,2.9,2.5,2.3,1.8,0.6,0.1,0.1
O.J. Mayo,88.2,5.6,4.2,3.5,3.4,2.8,2.4,0.1,-0.1,,
Eric Gordon,86.8,5.3,4.6,3.2,2.9,2.5,2.1,1.1,0.7,,
Herm Gilliam,86.8,4.9,3.4,2.9,2.7,2.5,2.5,1.4,0.4,,
Jrue Holiday,86.1,5.7,4.2,3.4,3.4,3.3,1.5,1.2,,,
Jerry Sichting,85.7,5.2,4.2,3.5,2.7,2.3,1.5,1.1,0.3,0.2,0.2
C.J. Watson,85.5,4.0,3.8,3.3,3.2,3.1,2.6,2.1,0.6,0.4,
