Player,Sim,1,2,3
Robert Covington,,4.0,2.0,0.1
Paul Graham,89.7,3.6,1.9,0.2
James Jones,89.7,4.0,2.5,0.0
Marcus Morris,89.3,4.2,1.8,-0.2
Darrell Arthur,88.3,3.8,1.7,0.3
Harthorne Wingo,88.0,3.9,1.4,0.0
Nate Williams,87.2,4.0,2.5,0.4
Solomon Hill,86.8,3.5,2.1,0.4
Reggie Williams,86.7,3.7,1.7,0.3
Joe Caldwell,86.2,3.3,2.0,0.3
Ed Nealy,85.3,4.7,2.0,0.3
