Player,Sim,1,2,3,4,5,6
Robert Covington,,4.0,2.0,0.1,,,
Paul Graham,89.7,3.6,1.9,0.2,,,
Solomon Hill,86.8,3.5,2.1,0.4,,,
Bill Closs,80.6,4.4,2.8,0.0,,,
Reggie Williams,80.6,3.7,1.7,0.3,0.3,0.2,0.0
Harthorne Wingo,78.1,3.9,1.4,0.9,0.0,,
Tommy Byrnes,75.9,4.0,1.7,0.9,0.3,-0.2,
Don Boven,75.5,3.8,2.2,1.5,,,
Willie Long,74.3,3.5,2.1,1.2,,,
Mike Sweetney,73.3,3.8,2.1,1.4,0.4,,
Dave Lattin,72.3,3.2,2.0,0.6,0.4,0.2,
