Player,Sim,1,2,3
Dennis Schroder,,2.5,2.2,-0.7
Harold Miner,86.1,2.7,2.0,-0.4
Mo Williams,80.4,2.5,2.2,0.2
George Lehmann,80.2,2.5,2.3,0.0
Rumeal Robinson,78.3,2.4,1.9,-0.1
Eldridge Recasner,75.7,2.6,2.5,0.0
Andrew Anderson,75.6,2.3,1.7,-0.5
Bill Tosheff,73.6,2.9,2.8,-0.6
Fred Hoiberg,72.6,2.3,2.1,0.2
Chris Quinn,71.0,2.6,2.1,0.6
Frank Kudelka,70.7,2.4,1.7,
