Player,Sim,1,2,3,4,5,6
Dennis Schroder,,2.5,2.2,-0.7,,,
Frank Kudelka,79.3,2.4,1.7,-0.4,,,
Andrew Anderson,75.6,2.3,1.7,-0.5,,,
Bill Tosheff,73.6,2.9,2.8,-0.6,,,
Shabazz Muhammad,70.4,2.7,2.0,0.3,,,
Harold Miner,69.5,2.7,2.0,-0.1,-0.4,,
Kenny Rollins,64.9,2.6,1.5,0.1,,,
Chris Quinn,63.1,2.6,2.1,0.6,0.1,0.1,-0.2
Trey Burke,62.5,2.4,2.1,0.9,,,
Tex Ritter,62.2,2.4,2.3,1.0,,,
Rodrigue Beaubois,60.4,2.2,2.0,0.4,0.2,,
