Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,616,20601,19.1,.568,.069,.217,8.1,22.0,15.1,14.7,1.3,2.9,11.1,19.6,,38.3,29.5,67.8,.158,,0.8,2.2,3.0,26.2
9 seasons,,ATL,NBA,,578,19342,19.1,.570,.048,.222,8.3,22.3,15.4,14.0,1.3,2.8,11.2,19.5,,36.0,28.1,64.2,.159,,0.7,2.2,3.0,24.4
1 season,,BOS,NBA,,38,1259,18.6,.543,.337,.157,4.9,17.2,11.1,25.1,1.1,4.1,10.3,20.9,,2.3,1.3,3.6,.137,,1.7,1.8,3.5,1.8
