Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,21,ATL,NBA,C,81,2540,.499,7.3,.993,.412,.251,.136,.193,.007,.502,.640,.429,.429,.357,.000,.676,.108,68,,.000,,1,0
2008-09,22,ATL,NBA,C,67,2242,.525,7.9,.998,.337,.281,.195,.185,.002,.526,.705,.455,.448,.391,.000,.663,.131,69,,.000,,0,0
2009-10,23,ATL,NBA,C,81,2845,.551,7.3,.999,.360,.305,.170,.164,.001,.551,.721,.465,.424,.468,1.000,.652,.105,86,1.000,1.000,1.000,0,0
2010-11,24,ATL,NBA,C,77,2704,.557,10.8,.996,.231,.244,.150,.370,.004,.557,.761,.449,.486,.531,.500,.695,.068,60,.500,.500,1.000,0,0
2011-12,25,ATL,NBA,C,11,348,.553,8.9,.990,.369,.243,.087,.291,.010,.559,.684,.600,.444,.400,.000,.579,.117,10,,.000,,0,0
2012-13,26,ATL,NBA,C,74,2756,.543,9.5,.994,.350,.207,.114,.324,.006,.544,.752,.434,.446,.423,.500,.771,.098,101,.667,.500,.667,0,0
2013-14,27,ATL,NBA,C,29,958,.567,10.2,.974,.310,.198,.131,.336,.026,.572,.754,.470,.491,.496,.364,.709,.079,32,1.000,1.000,.364,0,0
2014-15,28,ATL,NBA,C,76,2318,.538,10.6,.963,.286,.213,.111,.352,.037,.547,.750,.408,.458,.494,.306,.789,.088,81,.909,.806,.379,0,0
2015-16,29,ATL,NBA,C,82,2631,.505,12.3,.756,.300,.136,.089,.231,.244,.557,.745,.385,.355,.492,.344,.776,.084,84,1.000,.227,.259,0,0
2016-17,30,BOS,NBA,C,37,1228,.462,13.9,.664,.223,.190,.111,.136,.336,.522,.704,.446,.333,.500,.344,.613,.060,28,1.000,.135,.318,0,0
